Student_ID,Age,Faculty,Year_of_Study,City,Accommodation,Scholarship,Part_Time_Job,Internet_Quality,Preferred_Study_Space,Weekly_Study_Hours,Average_Sleep_Hours,Daily_Screen_Time_Hours,Exercise_Days_Per_Week,Commute_Time_Minutes,Stress_Score,Academic_Readiness_Score,Overall_Satisfaction,Monthly_Discretionary_Spending,Social_Activity_Hours_Per_Week
STU0179,19,Arts & Humanities,1,Bengaluru,PG,No,No,Excellent,Café,12.7,7.7,4.2,4,42.3,3.2,65.8,3.9,2495.0,11.1
STU0180,19,Life Sciences,1,Chandigarh,Hostel,Yes,Yes,Excellent,Department Lab,11.1,8.6,3.8,4,27.1,4.9,77.8,4.0,5600.0,5.7
STU0181,18,Business,3,Srinagar,Home,Yes,No,Excellent,Café,19.1,6.8,5.0,3,38.7,4.8,93.9,4.7,2152.0,6.5
STU0182,20,Business,3,Delhi,PG,No,No,Excellent,Home,17.2,7.0,7.2,5,22.8,5.2,83.3,4.2,7915.0,9.7
STU0183,18,Business,1,Jammu,Home,No,Yes,Excellent,Department Lab,9.6,7.1,6.3,6,4.4,3.3,52.5,5.0,3893.0,9.0
STU0184,21,Business,3,Pune,Home,No,Yes,Average,Home,9.9,7.9,7.7,4,30.2,6.2,80.6,4.0,1929.0,6.9
STU0185,19,Data Science,1,Jammu,Hostel,No,Yes,Average,Home,11.2,7.3,2.4,6,9.1,5.0,62.2,4.2,9690.0,14.6
STU0186,21,Life Sciences,4,Chandigarh,Shared Apartment,No,No,Good,Home,19.2,7.9,3.9,5,23.5,1.5,87.9,4.6,8029.0,7.4
STU0187,19,Arts & Humanities,3,Bengaluru,Home,No,Yes,Excellent,Home,17.1,8.9,4.2,5,11.6,2.0,81.8,4.7,5937.0,6.9
STU0188,21,Business,3,Jammu,PG,No,No,Excellent,Library,10.1,6.3,3.4,2,20.0,2.0,59.1,4.4,5785.0,6.9
STU0189,21,Life Sciences,2,Jammu,Shared Apartment,Yes,No,Average,Department Lab,11.8,5.8,3.6,3,7.6,2.2,74.2,3.2,2832.0,7.5
STU0190,18,Business,1,Bengaluru,Hostel,No,No,Average,Library,10.5,7.0,5.5,6,11.0,3.0,70.4,3.9,7772.0,7.3
STU0191,21,Business,2,Jammu,Home,Yes,Yes,Average,Café,12.9,7.2,4.1,2,12.7,7.0,71.4,3.6,3472.0,9.5
STU0192,18,Life Sciences,1,Hyderabad,Home,No,Yes,Good,Home,10.4,8.0,5.2,3,18.8,6.1,77.0,4.3,9243.0,10.2
STU0193,20,Life Sciences,4,Jammu,Home,Yes,No,Good,Department Lab,18.3,5.9,6.7,3,22.3,5.0,93.0,3.9,4388.0,8.1
STU0194,21,Life Sciences,1,Hyderabad,Home,No,No,Excellent,Home,14.8,6.3,2.7,1,31.8,3.4,72.2,3.5,4138.0,5.0
STU0195,21,Engineering,2,Pune,Home,Yes,No,Excellent,Home,14.0,6.9,5.0,0,36.8,5.1,74.2,4.4,4196.0,1.0
STU0196,20,Engineering,3,Pune,Hostel,Yes,No,Average,Home,13.0,7.5,5.1,5,10.5,1.9,67.6,3.2,3423.0,5.5
STU0197,20,Life Sciences,1,Srinagar,Home,Yes,No,Excellent,Library,24.6,6.5,2.3,2,29.3,5.4,88.9,4.8,6426.0,8.8
STU0198,23,Engineering,2,Hyderabad,Home,No,No,Good,Café,18.2,7.6,6.7,1,27.1,5.3,69.4,3.5,2504.0,9.7
STU0199,18,Life Sciences,1,Hyderabad,Hostel,No,Yes,Good,Library,14.9,7.2,5.2,2,13.6,5.8,79.8,3.7,2780.0,5.2
STU0200,20,Business,3,Delhi,Shared Apartment,No,No,Average,Home,15.3,6.6,7.4,6,39.2,4.9,64.2,3.9,4944.0,10.5
STU0201,20,Life Sciences,1,Pune,Shared Apartment,Yes,Yes,Average,Library,21.3,7.5,2.1,1,3.6,7.0,81.9,3.6,5723.0,13.2
STU0202,18,Engineering,1,Bengaluru,Hostel,No,No,Good,Home,11.0,8.0,6.9,4,14.9,2.0,73.5,4.6,7181.0,10.2
STU0203,22,Data Science,2,Delhi,Home,No,No,Excellent,Café,16.9,6.9,3.4,3,29.2,5.4,77.4,4.4,4483.0,5.4
STU0204,18,Engineering,3,Mumbai,Home,No,No,Average,Department Lab,16.6,7.3,2.0,5,12.5,4.3,74.2,3.9,3880.0,10.8
STU0205,22,Life Sciences,2,Pune,Hostel,Yes,No,Good,Home,15.1,5.3,3.8,1,11.7,6.1,68.0,4.0,9870.0,6.1
STU0206,20,Engineering,4,Bengaluru,Shared Apartment,Yes,No,Good,Department Lab,13.8,7.0,2.5,4,28.5,2.6,68.6,3.7,9896.0,6.6
STU0207,19,Life Sciences,1,Chandigarh,Home,Yes,No,Good,Department Lab,17.9,5.5,2.6,1,23.6,3.0,57.0,3.4,5080.0,9.5
STU0208,23,Engineering,1,Mumbai,Shared Apartment,No,No,Excellent,Home,14.7,7.2,2.4,3,19.1,3.9,78.2,4.7,14859.0,5.4
STU0209,22,Engineering,1,Bengaluru,Hostel,No,No,Good,Library,23.0,5.8,7.1,7,10.1,2.3,90.1,4.1,7330.0,4.1
STU0210,22,Data Science,2,Jammu,Shared Apartment,No,No,Good,Home,13.8,6.2,4.3,0,30.9,4.7,77.3,3.9,7089.0,2.9
STU0211,23,Life Sciences,4,Jammu,Home,No,No,Good,Library,22.7,8.6,5.6,1,28.0,5.6,74.1,4.2,3765.0,8.2
STU0212,20,Data Science,3,Chandigarh,Home,No,No,Excellent,Home,16.6,7.1,3.9,3,43.2,4.2,71.5,5.0,5534.0,10.8
STU0213,21,Data Science,3,Hyderabad,Hostel,No,Yes,Good,Library,11.4,6.0,4.0,4,10.2,6.3,67.7,3.8,12557.0,7.3
STU0214,20,Business,1,Hyderabad,Hostel,No,No,Good,Home,14.9,6.4,8.5,1,15.3,6.6,71.1,3.2,4394.0,11.6
STU0215,20,Data Science,3,Mumbai,Shared Apartment,No,Yes,Excellent,Department Lab,11.8,7.6,5.2,6,46.5,5.9,61.2,4.3,8279.0,7.7
STU0216,18,Arts & Humanities,1,Jammu,Hostel,No,Yes,Average,Home,23.6,5.8,1.2,0,15.6,6.1,72.9,3.6,5964.0,8.8
STU0217,23,Engineering,2,Bengaluru,PG,No,No,Average,Library,20.3,6.7,3.4,1,62.3,5.7,92.4,3.3,7878.0,11.4
STU0218,20,Life Sciences,2,Bengaluru,Hostel,No,No,Average,Home,20.4,6.7,4.2,3,15.0,5.1,64.0,4.4,6039.0,11.7
STU0219,21,Business,3,Bengaluru,Home,No,Yes,Average,Café,18.8,6.1,2.6,1,44.0,6.2,66.5,4.0,7434.0,3.3
STU0220,23,Arts & Humanities,2,Mumbai,Home,No,No,Excellent,Library,16.4,7.1,2.7,5,39.1,5.8,78.0,4.1,8780.0,5.7
STU0221,22,Business,4,Hyderabad,Home,Yes,No,Good,Home,17.5,7.8,4.2,3,26.5,3.6,70.8,3.9,4685.0,12.7
STU0222,22,Engineering,4,Srinagar,Shared Apartment,No,No,Excellent,Department Lab,24.0,8.5,4.1,4,14.7,3.4,84.7,4.4,9316.0,7.0
STU0223,20,Data Science,1,Srinagar,Shared Apartment,No,No,Good,Home,19.3,5.3,3.3,1,18.1,4.7,92.9,4.5,6328.0,12.3
STU0224,20,Business,2,Bengaluru,Shared Apartment,Yes,Yes,Average,Home,6.8,7.4,5.1,1,29.1,5.0,65.5,4.0,8667.0,8.8
STU0225,20,Engineering,2,Delhi,PG,No,No,Good,Library,20.5,7.8,6.5,2,36.9,4.5,78.0,3.8,6576.0,6.6
STU0226,20,Arts & Humanities,1,Pune,Hostel,Yes,No,Poor,Home,14.9,6.8,3.5,6,15.6,2.3,64.2,4.4,9938.0,8.9
STU0227,17,Arts & Humanities,3,Jammu,Home,No,Yes,Average,Library,10.0,8.6,4.4,4,8.5,4.7,67.1,4.2,3532.0,12.0
STU0228,19,Business,2,Hyderabad,Home,No,Yes,Good,Home,13.9,7.1,6.6,0,33.8,8.3,78.5,3.8,4306.0,8.1
STU0229,20,Arts & Humanities,1,Delhi,Hostel,No,No,Average,Café,14.6,7.6,4.4,1,23.7,5.3,72.5,4.1,6088.0,7.8
STU0230,19,Engineering,4,Bengaluru,Home,No,Yes,Good,Home,16.1,6.9,4.9,0,13.0,6.0,66.8,4.7,5453.0,4.2
STU0231,22,Business,3,Hyderabad,Home,No,No,Good,Home,21.1,6.9,7.5,0,28.8,4.9,82.1,3.5,2217.0,7.2
STU0232,21,Life Sciences,3,Srinagar,Shared Apartment,No,No,Excellent,Home,21.4,6.2,3.8,5,19.3,3.9,78.0,4.6,11680.0,6.1
STU0233,18,Data Science,3,Srinagar,Home,Yes,No,Average,Department Lab,10.6,6.4,3.5,2,18.2,2.3,63.1,4.7,13875.0,8.9
STU0234,21,Engineering,1,Mumbai,Hostel,No,No,Excellent,Library,20.2,7.1,4.0,3,4.6,1.4,77.9,4.8,1874.0,12.0
STU0235,19,Business,1,Srinagar,Hostel,No,No,Good,Home,15.3,7.7,5.4,2,4.5,4.0,50.2,4.6,3732.0,16.5
STU0236,18,Arts & Humanities,1,Bengaluru,Hostel,Yes,No,Good,Home,20.7,6.7,2.4,6,13.0,3.7,91.2,4.5,6280.0,7.8
STU0237,22,Life Sciences,1,Srinagar,PG,Yes,Yes,Good,Home,8.0,7.0,4.1,4,41.6,4.8,70.6,4.5,4154.0,9.8
STU0238,19,Engineering,1,Hyderabad,Home,No,No,Good,Café,16.3,6.8,3.6,2,37.2,6.7,50.5,3.3,3859.0,8.0
STU0239,20,Data Science,4,Srinagar,Hostel,Yes,No,Good,Library,17.6,7.1,3.3,2,11.8,3.7,79.5,4.2,6298.0,9.7
STU0240,21,Life Sciences,2,Mumbai,Shared Apartment,No,No,Good,Library,20.8,6.4,3.0,7,28.2,1.1,88.7,5.0,7997.0,6.4
STU0241,23,Engineering,4,Delhi,Hostel,Yes,No,Excellent,Home,18.5,6.9,3.4,3,9.9,6.7,81.2,3.9,8909.0,12.3
STU0242,17,Data Science,1,Chandigarh,Hostel,No,No,Excellent,Café,19.2,5.9,3.0,6,10.9,3.9,80.9,4.6,5444.0,8.2
STU0243,21,Arts & Humanities,1,Bengaluru,Shared Apartment,No,No,Good,Home,10.2,7.7,6.0,3,25.8,5.2,61.0,4.8,10086.0,11.2
STU0244,22,Data Science,3,Chandigarh,PG,Yes,Yes,Good,Café,7.3,6.6,2.9,3,21.6,3.9,67.1,3.6,7538.0,11.3
STU0245,23,Business,2,Delhi,Hostel,No,No,Good,Library,7.6,6.8,5.1,3,16.9,4.2,65.4,4.3,4401.0,9.4
STU0246,19,Life Sciences,2,Delhi,PG,No,No,Good,Department Lab,13.7,6.0,1.8,4,22.0,1.9,73.3,4.2,5207.0,3.3
STU0247,23,Business,1,Hyderabad,Hostel,Yes,No,Excellent,Home,21.6,6.9,4.9,5,16.5,2.5,82.6,4.7,3812.0,7.4
STU0248,21,Arts & Humanities,3,Delhi,Shared Apartment,No,Yes,Good,Department Lab,11.5,7.2,5.6,1,24.3,6.9,68.6,4.1,2885.0,9.6
STU0249,18,Arts & Humanities,3,Jammu,Home,No,No,Average,Department Lab,13.9,7.0,3.9,2,34.8,6.1,63.1,3.6,2857.0,9.7
STU0250,20,Engineering,1,Hyderabad,Hostel,No,No,Good,Home,18.3,6.8,5.0,6,11.1,1.8,68.9,4.4,4957.0,9.9
STU0251,23,Life Sciences,2,Chandigarh,Hostel,No,No,Good,Department Lab,13.2,6.8,4.3,3,15.3,6.2,65.2,4.0,4526.0,6.3
STU0252,19,Arts & Humanities,3,Srinagar,Hostel,Yes,Yes,Good,Library,15.1,6.6,6.1,2,7.6,7.6,75.6,3.0,7723.0,6.6
STU0253,22,Arts & Humanities,1,Bengaluru,Home,No,No,Good,Home,12.2,7.5,3.4,2,3.0,2.0,68.5,4.1,3140.0,3.9
STU0254,22,Arts & Humanities,2,Bengaluru,Hostel,No,No,Average,Café,16.4,7.7,3.9,4,15.6,2.2,57.7,4.4,4338.0,5.7
STU0255,17,Life Sciences,4,Delhi,Home,No,No,Average,Home,22.4,7.4,5.0,6,35.1,2.9,83.5,5.0,4030.0,12.3
STU0256,22,Engineering,4,Jammu,Hostel,No,No,Good,Home,14.3,7.2,5.3,1,3.0,2.9,84.2,4.0,9264.0,4.3
STU0257,19,Business,4,Pune,Home,No,Yes,Good,Home,12.1,7.9,3.0,5,17.9,3.4,76.8,4.5,4024.0,4.1
STU0258,21,Arts & Humanities,4,Bengaluru,Hostel,No,No,Good,Library,16.2,7.0,3.2,1,12.0,3.6,77.3,4.7,8862.0,11.4
STU0259,19,Data Science,2,Bengaluru,Shared Apartment,Yes,No,Good,Home,17.1,6.2,2.0,2,32.6,6.1,78.6,4.1,6289.0,11.1
STU0260,22,Arts & Humanities,3,Mumbai,Shared Apartment,No,Yes,Good,Department Lab,5.1,8.5,5.0,7,31.4,3.7,71.1,4.3,7070.0,8.6
STU0261,22,Arts & Humanities,1,Chandigarh,Hostel,Yes,No,Average,Department Lab,10.5,8.1,4.8,5,19.1,1.2,67.0,5.0,4887.0,8.3
STU0262,20,Business,4,Srinagar,Hostel,Yes,No,Good,Home,18.9,5.8,6.1,2,8.9,7.2,77.7,4.1,8865.0,12.1
STU0263,20,Life Sciences,3,Jammu,Hostel,No,No,Good,Department Lab,18.9,6.9,5.3,1,16.2,5.8,64.8,3.8,8067.0,5.3
STU0264,23,Arts & Humanities,3,Bengaluru,Home,No,No,Poor,Department Lab,8.0,6.8,6.4,1,16.4,5.6,57.0,4.0,4224.0,12.6
STU0265,21,Engineering,1,Hyderabad,PG,No,Yes,Excellent,Home,19.1,6.7,5.4,3,17.5,7.2,72.0,4.5,5202.0,13.3
STU0266,19,Engineering,1,Pune,Home,Yes,No,Excellent,Department Lab,15.3,5.8,2.1,4,39.8,2.8,70.8,4.3,6022.0,10.0
STU0267,19,Engineering,2,Bengaluru,PG,No,No,Good,Department Lab,14.1,8.5,12.4,3,3.0,1.5,75.4,5.0,5955.0,3.8
STU0268,21,Arts & Humanities,1,Chandigarh,Shared Apartment,No,Yes,Average,Home,16.6,5.6,5.2,4,37.9,5.5,62.4,3.6,6463.0,5.5
STU0269,20,Data Science,2,Srinagar,Home,Yes,No,Good,Department Lab,16.0,7.1,6.7,2,32.6,6.8,70.7,4.1,3579.0,9.1
STU0270,23,Engineering,4,Jammu,Hostel,No,No,Good,Home,22.5,7.4,5.2,3,7.5,6.0,75.5,3.9,4603.0,8.9
STU0271,22,Life Sciences,2,Jammu,Hostel,No,Yes,Good,Home,16.2,7.1,3.3,4,8.8,6.2,71.9,3.4,9076.0,10.7
STU0272,20,Engineering,3,Mumbai,Hostel,No,No,Excellent,Library,19.4,7.5,8.1,1,18.7,5.5,67.8,3.5,8230.0,13.1
STU0273,21,Life Sciences,3,Delhi,Home,No,No,Good,Home,10.2,8.2,2.3,1,17.2,3.5,76.5,4.0,6369.0,9.3
STU0274,23,Life Sciences,3,Pune,Home,No,Yes,Excellent,Library,12.8,6.8,5.1,1,17.4,7.6,68.2,4.0,6125.0,3.8
STU0275,23,Arts & Humanities,4,Srinagar,Home,No,Yes,Good,Home,13.8,6.9,4.0,7,14.7,5.8,72.2,4.4,3538.0,9.9
STU0276,22,Life Sciences,2,Pune,Home,No,No,Average,Library,7.9,8.6,2.7,3,34.1,3.0,48.4,3.1,4899.0,2.8
STU0277,19,Life Sciences,4,Delhi,Shared Apartment,No,No,Good,Home,26.6,7.7,3.0,4,10.5,4.0,78.3,4.1,3674.0,5.2
STU0278,22,Data Science,1,Delhi,Home,No,No,Excellent,Home,16.2,6.8,7.1,3,21.2,2.7,73.6,4.8,1876.0,5.5
STU0279,23,Life Sciences,2,Delhi,Hostel,No,No,Average,Library,10.1,5.9,5.1,3,13.9,2.8,70.2,3.7,3632.0,7.3
STU0280,20,Data Science,3,Srinagar,PG,Yes,No,Good,Home,15.3,7.9,2.5,4,48.5,4.7,70.9,5.0,6863.0,9.3
STU0281,20,Arts & Humanities,4,Chandigarh,Shared Apartment,No,No,Average,Home,15.7,7.2,7.3,1,46.8,5.4,63.4,3.7,7658.0,6.1
STU0282,20,Engineering,1,Hyderabad,Hostel,No,No,Good,Home,15.7,7.3,3.1,3,17.1,2.6,64.1,4.9,3532.0,6.2
STU0283,21,Data Science,3,Mumbai,Home,No,No,Good,Café,17.8,5.4,3.6,3,23.9,3.6,76.1,4.3,3949.0,14.8
STU0284,20,Data Science,2,Bengaluru,Hostel,No,Yes,Excellent,Library,16.4,6.6,6.3,5,3.0,4.7,75.4,4.8,6416.0,12.6
STU0285,19,Business,2,Chandigarh,Home,Yes,No,Excellent,Home,25.5,6.2,3.7,2,40.3,3.6,98.0,4.7,1680.0,13.0
STU0286,20,Data Science,2,Hyderabad,Home,No,Yes,Average,Library,14.0,7.3,6.1,5,19.6,5.8,63.1,4.0,1942.0,9.0
STU0287,24,Data Science,4,Chandigarh,Hostel,No,No,Excellent,Department Lab,14.4,6.6,3.8,7,7.2,1.1,74.8,5.0,3683.0,7.2
STU0288,22,Business,4,Mumbai,Shared Apartment,No,Yes,Good,Café,20.0,7.1,3.4,6,19.7,5.9,74.9,5.0,10412.0,9.6
STU0289,22,Arts & Humanities,4,Chandigarh,Shared Apartment,No,No,Excellent,Home,13.9,7.1,3.5,2,19.8,3.8,68.9,5.0,3342.0,7.6
STU0290,19,Arts & Humanities,3,Bengaluru,Shared Apartment,No,No,Average,Department Lab,13.8,6.6,4.0,1,15.1,3.8,74.8,3.5,6704.0,11.6
STU0291,25,Life Sciences,3,Mumbai,Shared Apartment,No,No,Average,Home,16.0,7.2,5.5,1,39.7,6.4,77.0,3.7,7245.0,9.3
STU0292,21,Life Sciences,4,Delhi,PG,No,No,Good,Department Lab,13.4,7.7,4.8,2,33.9,5.8,69.4,3.1,5215.0,9.8
STU0293,20,Life Sciences,1,Chandigarh,Hostel,Yes,No,Good,Home,10.9,6.5,2.4,0,7.8,5.9,64.5,4.0,5813.0,5.7
STU0294,20,Life Sciences,3,Hyderabad,Home,Yes,No,Good,Library,15.3,8.1,4.4,3,39.8,4.7,83.7,3.8,5925.0,8.0
STU0295,22,Data Science,1,Mumbai,Home,Yes,No,Good,Café,13.9,7.1,3.9,5,32.4,3.0,77.7,3.9,6996.0,11.0
STU0296,19,Arts & Humanities,1,Pune,Hostel,Yes,No,Average,Department Lab,18.2,6.9,3.9,1,14.5,4.9,69.9,3.7,4554.0,1.9
STU0297,19,Arts & Humanities,3,Delhi,PG,No,No,Average,Home,9.9,7.3,3.7,4,17.4,2.2,62.9,4.7,6958.0,7.6
STU0298,22,Arts & Humanities,3,Mumbai,Home,Yes,No,Good,Library,7.5,7.2,3.3,2,32.4,5.8,62.4,4.4,9910.0,9.9
STU0299,23,Arts & Humanities,2,Bengaluru,Hostel,No,Yes,Good,Department Lab,13.5,6.9,3.3,4,8.0,5.5,65.5,3.6,6594.0,7.5
STU0300,22,Life Sciences,4,Chandigarh,Shared Apartment,No,Yes,Average,Department Lab,14.6,6.6,2.8,5,24.2,5.7,82.8,4.1,6055.0,7.8
STU0301,19,Arts & Humanities,3,Jammu,Hostel,No,No,Good,Home,15.0,8.1,2.8,3,4.3,2.8,71.6,4.2,4627.0,6.9
STU0302,21,Arts & Humanities,1,Chandigarh,Hostel,Yes,No,Excellent,Home,22.6,7.6,4.6,2,10.7,2.4,84.8,4.7,10448.0,2.2
STU0303,21,Life Sciences,2,Pune,PG,No,Yes,Average,Home,17.4,6.5,4.4,4,39.5,7.4,76.7,3.8,4039.0,7.5
STU0304,20,Data Science,2,Jammu,Home,No,Yes,Good,Home,9.3,6.2,12.0,4,26.8,8.3,46.6,3.4,6073.0,8.1
STU0305,19,Engineering,4,Jammu,PG,No,No,Good,Department Lab,12.0,7.0,10.6,3,35.3,6.7,61.4,3.0,5723.0,8.9
STU0306,18,Data Science,2,Jammu,PG,No,No,Average,Home,15.0,7.1,5.0,3,26.3,5.1,74.0,3.5,10695.0,2.3
STU0307,20,Life Sciences,1,Srinagar,Hostel,No,No,Good,Home,21.6,7.2,6.7,1,24.6,4.5,79.8,4.3,6047.0,6.2
STU0308,17,Engineering,1,Delhi,PG,No,No,Average,Home,18.6,6.9,3.2,3,4.8,3.1,66.8,3.7,7092.0,8.0
STU0309,19,Engineering,1,Delhi,Home,Yes,No,Good,Home,22.7,6.0,3.5,5,30.6,1.2,64.8,5.0,9960.0,9.9
STU0310,19,Data Science,3,Hyderabad,Shared Apartment,No,No,Average,Home,19.6,6.2,4.9,7,47.1,5.7,70.5,4.2,4955.0,4.7
STU0311,20,Engineering,3,Delhi,Home,No,No,Poor,Home,13.4,7.8,4.2,3,34.6,3.8,60.3,3.5,3528.0,9.9
STU0312,22,Business,4,Srinagar,Home,No,No,Average,Café,22.2,6.2,6.6,7,27.4,2.2,80.8,4.9,12691.0,11.0
STU0313,23,Life Sciences,4,Delhi,PG,No,No,Average,Library,17.4,8.2,2.4,4,25.3,2.4,84.2,4.6,7694.0,9.3
STU0314,22,Arts & Humanities,1,Srinagar,Shared Apartment,Yes,No,Good,Home,11.6,7.6,5.8,6,39.9,4.9,69.0,4.3,12573.0,4.4
STU0315,23,Engineering,2,Mumbai,Shared Apartment,No,No,Average,Department Lab,6.5,7.6,4.6,1,22.4,4.9,63.9,4.4,11670.0,12.9
STU0316,22,Life Sciences,3,Mumbai,PG,No,No,Good,Library,14.5,5.0,3.3,6,17.5,4.0,62.8,3.6,5297.0,9.8
STU0317,19,Business,3,Mumbai,Hostel,No,Yes,Average,Café,12.4,6.1,2.7,6,21.9,5.6,70.6,3.5,6158.0,11.3
STU0318,20,Data Science,4,Mumbai,PG,No,No,Good,Department Lab,18.2,6.4,3.6,7,36.3,3.2,74.4,4.7,10649.0,9.2
STU0319,20,Arts & Humanities,1,Hyderabad,PG,No,No,Good,Department Lab,16.8,7.1,2.9,6,38.6,1.5,80.0,4.6,3879.0,3.4
STU0320,21,Engineering,2,Mumbai,Hostel,No,No,Good,Home,7.8,7.1,4.5,3,8.2,5.8,73.0,3.5,6534.0,10.1
STU0321,20,Life Sciences,3,Chandigarh,PG,No,No,Average,Home,11.6,6.8,4.4,4,40.1,3.6,56.7,3.9,14594.0,1.0
STU0322,19,Engineering,2,Srinagar,Home,Yes,No,Average,Home,20.2,5.6,4.3,3,24.9,3.9,66.0,4.4,12296.0,13.0
STU0323,19,Arts & Humanities,3,Pune,Shared Apartment,Yes,Yes,Good,Home,13.8,7.8,4.1,1,28.9,5.6,68.5,4.2,7278.0,8.7
STU0324,22,Arts & Humanities,4,Bengaluru,Hostel,No,No,Good,Home,12.7,6.8,4.0,7,19.9,3.6,81.3,3.5,4788.0,10.5
STU0325,20,Business,1,Jammu,Home,No,No,Good,Home,26.4,6.9,3.9,6,26.6,3.7,80.2,5.0,2820.0,8.5
STU0326,19,Arts & Humanities,2,Chandigarh,Shared Apartment,Yes,No,Good,Home,23.1,7.7,2.4,3,3.0,3.3,83.4,4.1,5483.0,10.3
STU0327,21,Life Sciences,1,Chandigarh,Home,Yes,Yes,Average,Department Lab,14.1,6.9,2.7,3,43.3,4.0,70.3,3.7,3583.0,10.1
STU0328,20,Business,2,Delhi,Home,Yes,No,Good,Library,21.2,7.6,2.9,4,24.9,2.6,71.1,4.6,4381.0,10.7
STU0329,21,Engineering,3,Pune,PG,Yes,No,Good,Home,15.1,7.8,3.3,4,20.6,1.7,70.7,4.9,8641.0,4.7
STU0330,22,Data Science,4,Bengaluru,Hostel,No,No,Excellent,Library,17.1,7.5,2.2,1,13.4,3.4,63.2,4.4,6071.0,6.1
STU0331,22,Business,3,Chandigarh,Hostel,Yes,No,Good,Department Lab,25.1,5.9,2.8,6,8.1,3.9,74.2,4.2,6077.0,9.2
STU0332,21,Business,4,Delhi,Hostel,No,No,Good,Library,16.9,7.7,3.8,4,8.5,4.9,85.5,3.9,8026.0,2.5
STU0333,21,Life Sciences,1,Bengaluru,Home,Yes,No,Poor,Café,12.9,6.9,11.3,0,38.2,9.0,69.6,3.0,2350.0,7.3
STU0334,20,Life Sciences,4,Srinagar,Shared Apartment,No,No,Average,Home,22.5,8.2,3.4,4,31.3,2.3,81.2,4.1,6340.0,7.9
STU0335,21,Engineering,4,Delhi,Shared Apartment,Yes,Yes,Good,Department Lab,13.4,7.0,3.1,3,12.9,5.2,68.7,3.7,6707.0,8.5
STU0336,18,Business,2,Hyderabad,Shared Apartment,No,No,Average,Home,14.8,6.6,2.8,5,32.3,5.7,56.9,4.4,5404.0,6.9
STU0337,20,Engineering,2,Jammu,Shared Apartment,No,No,Good,Home,12.7,7.5,6.1,5,12.5,3.8,58.7,4.8,7409.0,9.0
STU0338,20,Business,2,Hyderabad,Hostel,No,Yes,Good,Home,14.6,7.2,2.2,5,15.0,3.3,78.8,4.8,18038.0,11.9
STU0339,23,Business,3,Pune,Hostel,No,No,Good,Library,17.1,6.6,3.7,5,11.9,2.6,76.7,4.7,10991.0,15.0
STU0340,23,Engineering,4,Bengaluru,Home,Yes,Yes,Good,Home,21.9,6.7,4.9,1,5.8,6.8,82.6,3.5,4155.0,9.9
STU0341,21,Life Sciences,2,Bengaluru,Shared Apartment,Yes,No,Good,Home,20.6,6.8,2.5,0,44.7,5.1,75.3,3.8,8181.0,5.0
STU0342,22,Data Science,2,Delhi,Shared Apartment,Yes,No,Good,Home,15.0,6.9,8.0,0,39.8,6.3,79.0,2.9,12089.0,8.9
STU0343,20,Engineering,2,Pune,Shared Apartment,Yes,Yes,Average,Library,14.7,6.8,7.0,1,31.6,8.8,62.5,3.6,9138.0,10.5
STU0344,18,Engineering,2,Bengaluru,PG,No,No,Average,Department Lab,20.1,6.6,3.6,4,35.0,4.6,78.3,4.5,5816.0,9.7
STU0345,21,Engineering,4,Bengaluru,Home,No,Yes,Average,Café,7.4,7.2,5.2,2,43.3,7.2,69.3,3.8,1906.0,1.0
STU0346,20,Engineering,2,Srinagar,Home,Yes,No,Average,Home,14.8,7.8,3.2,5,26.0,1.2,86.0,4.1,4435.0,12.0
STU0347,20,Arts & Humanities,3,Delhi,Home,Yes,No,Poor,Library,13.1,6.7,3.2,4,29.6,5.4,69.0,3.9,5083.0,7.4
STU0348,20,Engineering,2,Mumbai,Hostel,Yes,No,Excellent,Library,19.1,7.8,3.7,2,12.8,4.6,70.4,3.9,8970.0,4.0
STU0349,24,Arts & Humanities,3,Mumbai,Hostel,No,No,Excellent,Home,23.6,6.8,3.8,2,3.0,4.3,76.4,4.5,10700.0,7.1
STU0350,23,Business,3,Chandigarh,Home,No,No,Good,Home,18.2,6.6,7.0,2,6.4,4.4,65.3,3.3,5013.0,7.5
STU0351,20,Life Sciences,2,Mumbai,Hostel,No,Yes,Good,Café,18.8,7.7,3.5,2,20.1,4.1,92.1,4.7,4991.0,9.5
STU0352,21,Business,1,Chandigarh,PG,No,No,Excellent,Department Lab,18.0,7.3,3.4,2,34.6,3.5,84.9,4.3,7803.0,8.5
STU0353,24,Arts & Humanities,4,Pune,Shared Apartment,Yes,Yes,Good,Home,11.3,6.9,5.1,4,12.5,2.6,61.8,3.8,4110.0,3.8
STU0354,21,Engineering,2,Mumbai,Shared Apartment,No,No,Excellent,Home,10.8,6.3,4.7,5,19.8,4.9,94.8,4.4,13134.0,8.3
STU0355,22,Engineering,1,Hyderabad,Hostel,No,No,Excellent,Department Lab,12.0,4.9,4.4,2,5.8,1.8,55.3,4.8,2683.0,2.9
STU0356,17,Data Science,2,Hyderabad,Hostel,No,No,Excellent,Home,13.1,7.4,5.6,2,20.2,4.4,69.4,4.1,4703.0,4.3
STU0357,20,Business,1,Jammu,Home,No,Yes,Good,Home,18.0,8.3,3.9,4,41.4,4.9,68.7,3.9,3429.0,10.8
